Title,Year,Country,Characters,Gender,Dialogues,Playability
Final Fantasy XIV,2013,Japan,Aethelmaer,Male,"["" Is there aught I can assist you with, sir? The Enterprise? You speak of Master Garlond's ship, yes? Aye, I needn't refer to the records. I know that the airship was sighted overhead five years ago, clearly bound for Coerthas. What became of it after that I cannot say. If you wish to know more, pray speak with Vortefaurt at Florentel's Spire. He was on duty that day and saw it with his own eyes. I am unsure what it is you hope to accomplish, though. Even should you locate the ship, would you not need a man of Master Garlond's caliber to fly it? I hear tell that the machinery is fiendishly complex ... "", "" Is there aught I can assist you with, miss? The Enterprise? You speak of Master Garlond's ship, yes? Aye, I needn't refer to the records. I know that the airship was sighted overhead five years ago, clearly bound for Coerthas. What became of it after that I cannot say. If you wish to know more, pray speak with Vortefaurt at Florentel's Spire. He was on duty that day and saw it with his own eyes. I am unsure what it is you hope to accomplish, though. Even should you locate the ship, would you not need a man of Master Garlond's caliber to fly it? I hear tell that the machinery is fiendishly complex ... "", ' Greetings, adventurer. Is there aught I might assist you with?', "" I would have you hold on to the lily button. You will need it to continue your investigation. While it isn't standard procedure to entrust key evidence to individuals, you have proven yourself reliable and resourceful in this matter. I see no reason why you shouldn't carry on your work. If I might make a suggestion, you may wish to take the button to Gridania and have it examined by Miounne. Mayhap someone in her vast network of contacts can shed light upon its sigil.""]",NPC
Final Fantasy XIV,2013,Japan,Afumi,Female,"[' Kami take me! What kind of pirate cannot suffer the sway of the ocean!? Hm? A new recruit from far-flung shores? Listen well─I have a task for you. Go first to Aokumo below and receive of him medicine for men of the earth. Then to Quickscape Pier and the hapless Doman bemoaning his wretched fate. Quickly!', ' The wind carries his cries to my ears, and I can stand them no longer. Bring the would-be pirate his medicine!', ' ... The Doman was raised in the mountains of his homeland. The first time he saw the sea was after he fled his homeland and came to us. He tosses and turns in his sleep, and when he takes to the water, it is not long before he can no longer stand. But he will grow accustomed to this life. He is hardly the first, after all. The captain too was once of Doma, though he cast all aside twenty and five years ago, when the imperials took his lands and the lives of his parents and brothers. Perhaps you too will renounce your ties and join us someday? Aye, I mistook you for a recruit before, but I know your tale now. Tansui unfolded all. Think on my offer, Westerner. You may find small joys in the land, but the sea holds salvation.']",NPC
Final Fantasy XIV,2013,Japan,Ahelissa,Female,"["" You want to help, do you? Hmm ... Seeing as how I'm in no position to leave the stewpot unattended, could you go and ask Tebbe for a variety of herbs? Six sprigs or so of whatever he's got on hand should suffice. It's not as haphazard as it may seem. Depending on the recipe, it doesn't really matter what sort you add, so long as you add something. I'll be here when you get back."", "" If you'd rather not, it's just as well. I can assure you that the folks around here will eat it regardless."", "" Tebbe can be a bit of a stickler, but he means well. I hope he didn't give you too much trouble. Ah, there you are. Got those herbs I asked for? Thanks, that'll do nicely. And, uh ... sorry to impose upon you, sir. Thought you were another new recruit. Didn't realize until after that you were, uh ... But to answer the question that's probably on your mind, yes. It's always like this. Never enough food or supplies to go around. All the more reason to be grateful when our countrymen can spare some for the cause. Though that comes at a cost, too. Too many villages, too many children more deserving than us ... But a man can't fight on an empty stomach, can he? So we partake, as we must. And we never lose sight of the dream."", "" Ah, there you are. Got those herbs I asked for? Thanks, that'll do nicely. And, uh ... sorry to impose upon you, miss. Thought you were another new recruit. Didn't realize until after that you were, uh ... But to answer the question that's probably on your mind, yes. It's always like this. Never enough food or supplies to go around. All the more reason to be grateful when our countrymen can spare some for the cause. Though that comes at a cost, too. Too many villages, too many children more deserving than us ... But a man can't fight on an empty stomach, can he? So we partake, as we must. And we never lose sight of the dream."", "" I was just a cook before all this. Simple fare, really. Had a chance to lend a hand and help feed some refugees one day ... I took a liking to the fighters. They ... believed, you know? And there's always a need for cooks─or at least people who can work with whatever the foraging parties turn up ... "", "" What's done is done. The dead are dead. All I can do is feed the living and pray it helps them to grow stronger.""]",NPC
Final Fantasy XIV,2013,Japan,Ahldfoet,Male,"["" Teteroon? Aye, I saw him. That is to say, I seen him. He took himself north, through Skull Valley, into Oakwood. Was lookin' for a place run by his fellow Qiqirn. I reckon he meant the one right on the shore of Bronze Lake─Memeroon's Trading Post. Follow the road and yer sure to find it.""]",NPC
Final Fantasy XIV,2013,Japan,Ahldskyf,Male,[],NPC
Final Fantasy XIV,2013,Japan,Ahlduwil,Male,"["" Itsh all there fer the takin'! Five bleedin' yearsh worth of wrecksh and their cargo. But thoshe queer dead thingsh ... and that voice ... Actually, the voice was quite nice ... ""]",NPC
Final Fantasy XIV,2013,Japan,Ahtbyrm,Male,"["" Forename . While I originally had doubts about your motives, you have repeatedly proven yourself an asset to Naldiq & Vymelli's. I still do not like you, but that does not mean I do not trust you. Ghimthota, head of the watch here at the Drydocks, believes that pirates may be plotting an attack on the Victory , and she requires assistance investigating a group of unsavory individuals making camp nearby. I have recommended you for the task. Despite all Limsa Lominsa endured before, during, and following the Calamity, the fact that there are still those who would turn their back on the city-state so that they might line their pockets with a few handfuls of coin ... Just the thought of it sickens me."", "" You have a missive for me from Forgemaster H'naanza? I assume it pertains to the pending arrival of the materials I ordered over a moon past. Let's see it, then."", "" Blast and botheration! Another delay? I am well aware of the shortage of skilled artisans, but this is insufferable! (sigh) My apologies. The messenger does not deserve to bear the brunt of my frustration. Might I have your name? Forename , is it? Well, Forename , this proud maiden you see taking shape before you is the Victory , the first new vessel to grace the docks since the Calamity. We may have lost the bulk of our ships that fateful day, but starting with this beauty, we will restore the Maelstrom's fleet to its former glory. The Victory is more than a single warship – it is the symbol of Limsa Lominsa's rebirth from the wreckage wrought by the coming of the Seventh Umbral Era. Yet even with such unprecedented measures, there are never enough hands to handle the abundance of tasks. Should you choose to linger at the docks for a time, there is no end of odd jobs for a hardworking adventurer. Be you fair warned – there is no place here for layabouts or troublemakers."", ' I am relieved to hear that both Fyrilsmyd and the supplies are unharmed, though it was foolish for him to believe that I would blame him for that which was obviously out of his hands. You see, there was no storm that day, and the seas here adjacent the Drydocks were as calm as a slumbering child. This leads me to believe that the trouble the ships encountered off Candlekeep Quay was of a less natural sort – the sort which the Sahagin have been known to conjure.', ' Da! What are you doing, you great bloody fool!?', ' Why would you do such a thing!? Have you any idea how important this ship is? What it represents?', "" You're the one with no bloody sense, Da! Don't you see? The pirates had their glory days, but that era is over!"", ' Ghimthota! Forename ! Pray beat the tar out of this bloated sea slug, and make sure no harm comes to the Victory !', ' Da ... ', "" My thanks, Forename . I shudder to think what may have become of the Victory without your intervention. (sigh) The pirates have made a right mess of things – I'd best get to sorting out the docks. ... And my thoughts could use some sorting out as well. Ever did my father have a way of turning my life upside down. Pray convey my thanks – and my apologies – to Ghimthota."", ' Where in the seven hells is that man!? Not once in twelve moons has he been late with a shipment, and now two whole turns of the sun without a single word. A shipwright of mine – a young man named Fyrilsmyd – recently left Candlekeep Quay to retrieve several crates of supplies ordered from Limsa Lominsa ... but has yet to return. I have sent several missives to Haldbroda, but his replies are always the same. He does not recall ever seeing the wright, nor the supplies he was scheduled to collect. That man knows something, and I severely doubt he is telling the whole truth. As I cannot leave my post, I would ask you to travel to Candlekeep Quay in my stead and inform Haldbroda that if he insists on playing these games, I will personally see that he is transferred to Turtleback Island, where he can rot alone in the middle of the sea for eternity.']",NPC
Final Fantasy XIV,2013,Japan,Aideen,Female,"["" Oooh, he's serious. But listen, mayhap it's not as mysterious as we're making it out to be. There's no reason why there couldn't be─ (gasp) Gods, of course ... There must be more than one of the buggers! Ugh, it's so obvious. But then that means ... since there have been repeated sightings of these fiends ... then there must be even more victims as yet undiscovered ... "", "" Y-Yes, we're just civilians, after all. Good luck, adventurer. It was a pleasure knowing you!"", "" There's something else I heard about the deaths. It appears all the victims have been comely maidens. I'd better watch myself, eh!? Heh heh heh! (sigh) Unseemly japes aside, there's a rumor been going around. There's some as whisper that, after each victim died, her rancor went into the great big rock southwest of here, causing it to flash and moan. This bears investigating, I reckon. I'm going to give you a firesand stick to blow off a piece of that crag. The stick doesn't come with a fuse or anything, so you'll have to throw the thing. Once you've torn the rock a new one, bring back some of the fragments, and I'll give them a gander."", "" Most folk are too scared to go within a hundred yalms of the Rock of Rancor ─aye, it has a name. But what's a few vengeful spirits to a dauntless adventurer like you, eh? ... Huh? Why, these are just your garden-variety crystals! 'Tis a bit hard to tell beneath all the dirt and grime, but they're definitely lightning-aspected. I almost hate to say it, but that explains the flashing and moaning. Nothing to do with the masked stranger. Looks like I've gone and wasted both your time and a perfectly good firesand stick. Oh, well ... "", "" If that's the case, we'll help you in whatever way we can!"", "" So, here's what I know about the deaths: all the victims were found with their faces torn to shreds. Among the local fauna, only the scalekin known as ziz could inflict such wounds. That's why some folk are pointing the finger at them. I somehow doubt that the answer's that simple, but for the sake of thoroughness, we should look into it. Why don't you put down, say, three of the creatures, and see if you can find any proof connecting them to the deaths?"", ' Sometimes I wonder which is harder to find: a vein of gold, or a good man. But I swear, one day I will find the mother lode!', "" You've already seen to the ziz? Good work, adventurer! So, were you able to find aught to suggest that the creatures are our culprits? ... Nothing? Truth be told, even if there were proof, I wouldn't know what it looked like. Aaanyway, I believe we can safely strike ziz from our list of suspects. Which leaves us with ... the masked man and his winged eyeball!""]",NPC
Final Fantasy XIV,2013,Japan,Alboise,Female,"["" Inquisitor Guillaime? I haven't the foggiest of whom you speak ... unbeliever . Aye, we have learned of your deeds at Witchdrop. I will not be party to whatever dastardly schemes you've hatched against the inquisitor! Away with you!"", "" Ser Brunadier bade you speak with me, did he? I know not why he presumed I would be in a better position to help, but I assure you that he is mistaken. Lord Drillemont hasn't the time to spend speaking with low-ranking knights such as I. However, he always has a moment to spare for head chirurgeon Astidien. Why not visit the infirmary upstairs and show your letters to him?""]",NPC
Final Fantasy XIV,2013,Japan,Albreda,Female,"["" Ah, finally . It's about time you came asking about Gallien. I watched him leave Quarrymill some time ago, and he left me this sealed letter before he went off. Made me swear not to open it until someone came asking ... “My brothers, I cannot bear to be a burden any longer. That is why I must leave you all. Do not worry for me─just find your way safely to Little Ala Mhigo.” (sigh) Blast it. Would that I'd known what he was thinking. I'd have stopped this folly myself. The love Gallien bears for his brothers is so strong, he's willing to sacrifice himself for them. Make no mistake, entering the wood in his weakened state is suicide."", "" One of Meffrid's in bad shape, you say? I'm ... I'm sorry, but there's naught I can do. I want to help, truly I do─they're my countrymen, after all─but that'd mean going against the elementals' will. I've been at Quarrymill long enough to know how right terrible the beings can be. I couldn't forgive myself if everyone gets banished because of me. If there's anyone who can help you, it'd be Charline, the hamlet's resident Hearer. If you take the matter to her, might be as she'll listen ... though I wouldn't get my hopes up.""]",NPC
Final Fantasy XIV,2013,Japan,Alestan,Male,"["" Who goes there? An adventurer, is it? Here at Instructor Galfrid's request, you say? Thank the Matron! Doubtless you already know this, but a towering shadow manifested without warning and attacked the Hearer in the midst of the rite. Most of his party has been successfully evacuated, but five remain unaccounted for. Please find them, and see them out of harm's way."", "" All this happened inside Spirithold? Twelve preserve us ... Who was that masked mage, and by what dark ambition is he driven? So many things shrouded in mystery ... Well, I shan't find any answers on my own. I must needs discuss this with Galfrid. The matter warrants a full investigation, if I am any judge, and that shall certainly be my recommendation. Your courage has saved many lives this day, adventurer. For this you have my deepest gratitude. Pray return to Gridania and seek out Miounne. I understand she wishes to thank you for your efforts on our behalf.""]",NPC
Final Fantasy XIV,2013,Japan,Alianne Vellegrance,Female,"["" C-Commander!? You're alive!"", ' The Crystal Braves may be finished, but the ideals upon which the company was founded live on. They bind us to each other─and to you.', "" We'll find the missing Scions, I promise you. Between us and the Immortal Flames, no stone in Eorzea will be left unturned."", "" 'Tis unsettling to think that an enemy base lies but a brief stroll beyond these walls ... "", ' When our comrades betrayed us, I feared all was lost. How wrong I was!', "" It just wasn't the same without you. Welcome back, my lady!"", ' ... You would aid us in the rescue mission? We are in your debt, Warrior of Light! Now, time is against us, so allow me to brief you on the situation. The Garleans fell upon us without warning, wounding poor Rhesh and hauling her away to the castrum yonder. Outnumbered as we were, it was all we could do to flee and regroup. Even as we speak, the Garleans may be interrogating Rhesh ... or worse. With her hurts, I fear that she will not long survive their attentions. We must rescue her without delay. Our order may yet be in its infancy, but the bond that binds us is strong as mythril. None of us will stand by while a comrade suffers. We, the remnants of the 4th, will infiltrate Castrum Centri. Please help us find Rhesh before it is too late!', ' Rhesh! Thank the gods we found you!', ' Rhesh cannot move with those wounds. She will need to be carried out. And for that to work, we will require some manner of diversion. If you were to create a commotion within the castrum, we should be able to steal away unnoticed. Let us speak again once we are safely outside these walls.', "" I have awaited your return most anxiously, my friend. You have done us a great service indeed. Thanks to your aid, our comrade Rhesh is safe, and we suffered no further casualties. Words cannot well express my gratitude. All that is left is to report the mission's success to Commander Leveilleur. I shall go on ahead to the Rising Stones."", ' Why, Forename, this is a surprise! Rhesh wished for me to thank you for helping us to rescue her from Castrum Centri. How fortunate that we could meet again so soon!', ' This cannot be everything, can it? Riol stated with confidence that there would be a far greater quantity of weapons.', "" There'll be no fighting if I have anything to say about it. Our orders are to stand watch, not to seek glory in battle. If you have no further need of us, then I shall take my unit to the Ceruleum Processing Plant."", "" Isildaure has at last retired from the adventurer's life. Though I shall miss his wisdom and irrepressible spirit, I am excited to forge my own path forwards. Ah, yes, the uniform! Thank you! Truth be told, the thought of pledging myself to such a lofty organization is somewhat intimidating ... Do the others have their uniforms already? I should really be on my way before the ceremony begins. I will make you proud, Isildaure!"", "" Isildaure has at last retired from the adventurer's life. Though I shall miss his wisdom and irrepressible spirit, I am excited to forge my own path forwards. Ah, yes, the uniform! Thank you! Truth be told, the thought of pledging myself to such a lofty organization is somewhat intimidating ... "", ' There has been naught but chaos since the Telophoroi first appeared. Towers, lunar primals, the Empire, the Final Days ... Yet we have weathered it all, and live to see the sun rise on a new day. And now that peace has returned, I can finally resume my travels with my grandfather. Perhaps we will go first to Kugane, to relax in the Bokaisen Hot Springs. That might be nice. Of course, my journey will not simply be for pleasure─I will collect information on the territories I travel. Hmm, perhaps I shall visit Nagxia via Doma ... ', "" Forename! Are you enjoying the hot springs as well? With such a lovely view, I admit that I have a tendency to linger overlong ... Grandfather and I will remain in Kugane for a time, but after that it's off to Doma, where we'll make our way to Nagxia as planned. The Eastern alliance was kind enough to handle the arrangements, and it looks like our guide is to be someone named Atori. Oh, how I have longed for another adventure like this!"", "" I shudder to think what might have happened to Isildaure had I not thought to pick the fruit I stumbled across on the way here. Sometimes he has too much vigor for his own good. Age is supposed to mellow us, but if anything it has made him more impetuous. I understand his desire to make use of the time left to him, but one misstep, and there won't be any."", ' We found Dolorous Bear and his entire party dead. The giants were ... thorough in their work. Judging by their tracks, it would seem they tried to rush a horde of the creatures. I cannot say for sure what drove an experienced crew like theirs to throw caution to the wind ... but I do have my suspicions. We are all our own worst critics, and our desire to better past achievements can rob us of good sense. Thus do we become more given to recklessness. While it is important to have goals, one must not fixate upon them to the exclusion of all else. Do so, and one will surely pay the price, as Dolorous Bear and his comrades did this day.', ' Grandfather and I are companions on the road. We travel where the wind takes us, and drink in all the wonders this world has to offer. Only an adventurer can understand the joy of such freedom─of discovering hidden places and experiencing sights and sounds that few may ever know. The passing years have begun to take their toll on the old man, but no force save death itself will sate his appetite for adventure!', ' Speaking of former Crystal Braves, I have not seen Aergmhus of late, constantly away on missions as he is. I wonder how he fares.', "" I've been waiting for the chance to even the score with these imperial invaders ... "", "" Glad to have you with us, Forename . As I'm sure Lieutenant Edelstein has explained, the Garleans have deployed a small force from Castrum Meridianum."", ' Captain Ilberd!', "" The reinforcements are welcome. We've enough soldiers now to divide our own forces and safely engage the enemy far beyond the walls."", ' It cannot be discounted that Mistress Krile has heard the voice as well. I will ask Tataru to send her word of what has come to pass.', "" We'll find the missing Scions, I promise you. Between us and the Immortal Flames, no stone in Eorzea will be left unturned."", "" Grandfather, you must call it a day! Let us return to the guild and rest ere your tormented back gives up on you for good! I'm terribly sorry, we were just─ Oh, Forename, isn't it? It has been some time since our paths crossed outside of Copperbell Mines. Why, you were barely more than a novice adventurer then, but look how far you've come ... Mother Miounne tells me 'twas you who felled the fearsome Black Wolf! And now you seek stout-hearted souls to fill the ranks of a new order? Hmmm, well your cause is undoubtedly just, and my old companion here would be much relieved to see me in good hands ... Yes. Yes, I'll do it! This is the very thing I've spent my entire adventuring career working towards! I shall join your company just as soon as I've seen Isildaure safely home. If you would have me, I would be glad to join your new company. I shall make for Revenant's Toll once I've escorted my dear friend back home."", "" Grandfather, you must call it a day! Let us return to the guild and rest ere your tormented back gives up on you for good! I'm terribly sorry, we were just─ Oh, Forename, isn't it? It has been some time since our paths crossed outside of Copperbell Mines. Why, you were barely more than a novice adventurer then, but look how far you've come ... Mother Miounne tells me 'twas you who felled the fearsome Black Wolf! And now you seek stout-hearted souls to fill the ranks of a new order? Hmmm, well your cause is undoubtedly just, and my old companion here would be much relieved to see me in good hands ... Yes. Yes, I'll do it! This is the very thing I've spent my entire adventuring career working towards! I shall join your company just as soon as I've seen Isildaure safely home."", "" Not that I expected any less, but 'tis good to see you home and unharmed. I am pleased to report that Arenvald and his fellow primal hunters have upheld the peace while you've been away."", "" Their souls have left their bodies, yet they still live? I didn't know such a thing was even possible ... "", "" Oh? I didn't expect to see you here, Forename. But if you enjoy intelligence briefings, you've come to the right place."", "" As I once explained to Forename , I spent a long time agonizing over my failure to alert you to the traitors in our midst. For my negligence, I was captured along with many others, and we were powerless to prevent the tragedies that ensued. As Riol will attest, I spent a long time agonizing over my failure to alert you to the traitors in our midst. For my negligence, I was captured along with many others, and we were powerless to prevent the tragedies that ensued. Not a day goes by that I do not think back to those fateful events. By joining the Scions, I hoped to redeem myself, and I will continue to serve the cause for as long as I am able. But that wasn't my only reason. When we were finally reunited at the Rising Stones, you refused to blame anyone but yourself for the fall of the Crystal Braves. And in spite of everything that had happened─everything you had suffered─you took us back without a moment's hesitation. We would not have blamed you had you turned us away. But when you gave us your trust instead, what else could we do but try to repay it?"", ' Ours was quite a disparate band. And while I will never forgive Ilberd, the fact that we managed to function at all was thanks in large part to his efforts.', ' Speaking of former Crystal Braves, I have not seen Aergmhus of late, constantly away on missions as he is. I wonder how he fares.', "" When the tower rose up in Yanxia, my first thought was to stay in Doma to keep my grandfather safe. But when we heard the news of Bahamut's return, he bid me return to the Rising Stones to aid my fellow Scions. He sends his regards, by the way.""]",NPC
